01000001,[['Toán', '8.4'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '6'], ['Ngoại ngữ', '9.2'], ['GDCD', '9']]
01010796,[['Toán', '7.2'], ['Văn', '9.25'], ['Sử', '4.25'], ['Địa', '5.75'], ['Ngoại ngữ', '9'], ['GDCD', '7.25']]
01010797,[['Toán', '6.4'], ['Văn', '8.75'], ['Sử', '8.25'], ['Địa', '6.75'], ['Ngoại ngữ', '8'], ['GDCD', '9']]
01010798,[['Toán', '6.8'], ['Văn', '8'], ['Sử', '4.75'], ['Địa', '3'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.75']]
01010799,[['Toán', '7.6'], ['Văn', '8.25'], ['Sử', '9.5'], ['Địa', '8.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01010800,[['Toán', '5.8'], ['Văn', '7.25'], ['Sử', '7.25'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.25']]
01010801,[['Toán', '7.8'], ['Văn', '7.5'], ['Sử', '9.25'], ['Địa', '8.25'], ['Ngoại ngữ', '9.6'], ['GDCD', '10']]
01010802,[['Toán', '6.2'], ['Văn', '7.75'], ['Sử', '5.75'], ['Địa', '6.25'], ['Ngoại ngữ', '7.4'], ['GDCD', '8']]
01010803,[['Toán', '6.2'], ['Văn', '7.75'], ['Sử', '7.5'], ['Địa', '6.5'], ['Ngoại ngữ', '9.8'], ['GDCD', '9.25']]
01010804,[['Toán', '7'], ['Văn', '8'], ['Sử', '7.25'], ['Địa', '7.25'], ['Ngoại ngữ', '6.6'], ['GDCD', '9.5']]
01010805,[['Toán', '5.8'], ['Văn', '7.5'], ['Sử', '4.5'], ['Địa', '5'], ['Ngoại ngữ', '7'], ['GDCD', '7']]
01010806,[['Toán', '6'], ['Văn', '5.75'], ['Sử', '3.75'], ['Địa', '6.5'], ['Ngoại ngữ', '2.6'], ['GDCD', '8.25']]
01010807,[['Toán', '7.8'], ['Văn', '8.25'], ['Sử', '7.5'], ['Địa', '7.5'], ['Ngoại ngữ', '8'], ['GDCD', '9.25']]
01010808,[['Toán', '8.4'], ['Văn', '9'], ['Sử', '6.5'], ['Địa', '6.25'], ['Ngoại ngữ', '7.8'], ['GDCD', '8.5']]
01010809,[['Toán', '3.4'], ['Văn', '7.25'], ['Sử', '5.25'], ['Địa', '5'], ['Ngoại ngữ', '5.2'], ['GDCD', '7']]
01010810,[['Toán', '6.8'], ['Văn', '8.5'], ['Sử', '8'], ['Địa', '7.25'], ['Ngoại ngữ', '7.8'], ['GDCD', '9.75']]
01010811,[['Toán', '7.8'], ['Văn', '9.75'], ['Sử', '5.25'], ['Địa', '7.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '10']]
01010812,[['Toán', '2.6'], ['Văn', '7'], ['Sử', '5.75'], ['Địa', '5.5'], ['Ngoại ngữ', '5.4'], ['GDCD', '8.25']]
01010813,[['Toán', '7.6'], ['Văn', '7.5'], ['Sử', '3.25'], ['Địa', '3.75'], ['Ngoại ngữ', '5.2'], ['GDCD', '6.25']]
01010814,[['Toán', '6.2'], ['Văn', '9'], ['Sử', '7.5'], ['Địa', '7'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01010815,[['Toán', '9'], ['Văn', '8.75'], ['Sử', '9.25'], ['Địa', '8.5'], ['Ngoại ngữ', '9'], ['GDCD', '9.75']]
01010816,[['Toán', '7.8'], ['Văn', '8'], ['Sử', '8'], ['Địa', '6.75'], ['Ngoại ngữ', '9'], ['GDCD', '9']]
01010817,[['Toán', '6.6'], ['Văn', '8.75'], ['Sử', '4.75'], ['Địa', '4.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '7.75']]
01010818,[['Toán', '5.2'], ['Văn', '8'], ['Sử', '7'], ['Địa', '5.75'], ['Ngoại ngữ', '6'], ['GDCD', '7.5']]
01010819,[['Toán', '2'], ['Văn', '5.25'], ['Sử', '4.5'], ['Địa', '3.75'], ['Ngoại ngữ', '2'], ['GDCD', '7']]
01010820,[['Toán', '6.8'], ['Văn', '8'], ['Sử', '6.25'], ['Địa', '5.25'], ['Ngoại ngữ', '7.2'], ['GDCD', '9.25']]
01010821,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '7.75'], ['Địa', '7'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.5']]
01010822,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '7.75'], ['Địa', '7.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.5']]
01010823,[['Toán', '6.6'], ['Văn', '8.75'], ['Sử', '6.25'], ['Địa', '6.25'], ['Ngoại ngữ', '7.2'], ['GDCD', '7.75']]
01010824,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '8.75'], ['Địa', '7'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.25']]
01010825,[['Toán', '6.6'], ['Văn', '7.5'], ['Sử', '5'], ['Địa', '5.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '8']]
01010826,[['Toán', '9'], ['Văn', '9'], ['Sử', '7'], ['Địa', '6.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.25']]
01010827,[['Toán', '7.2'], ['Văn', '8.25'], ['Sử', '8.75'], ['Địa', '6'], ['Ngoại ngữ', '7.2'], ['GDCD', '8.25']]
01010828,[['Toán', '7'], ['Văn', '7'], ['Sử', '6'], ['Địa', '6'], ['Ngoại ngữ', '6.4'], ['GDCD', '8.75']]
01010829,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '7'], ['Địa', '7.25'], ['Ngoại ngữ', '7.2'], ['GDCD', '7.5']]
01010830,[['Toán', '4'], ['Văn', '7.25'], ['Sử', '6'], ['Địa', '4.75'], ['Ngoại ngữ', '6.2'], ['GDCD', '8']]
01010831,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '6.5'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.75']]
01010832,[['Toán', '8'], ['Văn', '9'], ['Sử', '7.5'], ['Địa', '6'], ['Ngoại ngữ', '9'], ['GDCD', '9.25']]
01010833,[['Toán', '5.2'], ['Văn', '7.75'], ['Sử', '3.5'], ['Địa', '4.5'], ['Ngoại ngữ', '4.4'], ['GDCD', '6.5']]
01010834,[['Toán', '5.6'], ['Văn', '5.5'], ['Sử', '5.5'], ['Địa', '6'], ['Ngoại ngữ', '3.8'], ['GDCD', '7.75']]
01010835,[['Toán', '5'], ['Văn', '6.25'], ['Sử', '5.25'], ['Địa', '6'], ['Ngoại ngữ', '4.8'], ['GDCD', '8.5']]
01010836,[['Toán', '5.4'], ['Văn', '5'], ['Sử', '4.25'], ['Địa', '5.5'], ['Ngoại ngữ', '3.8'], ['GDCD', '6.5']]
01010837,[['Toán', '8.2'], ['Văn', '8'], ['Sử', '9.25'], ['Địa', '6.75'], ['Ngoại ngữ', '9.2'], ['GDCD', '8.25']]
01010838,[['Toán', '7'], ['Văn', '6.25'], ['Sử', '5.5'], ['Địa', '6.5'], ['Ngoại ngữ', '5.4'], ['GDCD', '9.5']]
01010839,[['Toán', '6.2'], ['Văn', '7.5'], ['Sử', '5.25'], ['Địa', '6.25'], ['Ngoại ngữ', '8.2'], ['GDCD', '8.5']]
01010840,[['Toán', '6.4'], ['Văn', '7.25'], ['Sử', '7'], ['Địa', '6.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '8.25']]
01010841,[['Toán', '6.6'], ['Văn', '7.25'], ['Sử', '6.25'], ['Địa', '6.75'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.5']]
01010842,[['Toán', '7.8'], ['Văn', '8'], ['Sử', '4.75'], ['Địa', '6.5'], ['Ngoại ngữ', '6.4'], ['GDCD', '8.25']]
01010843,[['Toán', '3.6'], ['Văn', '4'], ['Sử', '4.75'], ['Địa', '6'], ['Ngoại ngữ', '3'], ['GDCD', '5.75']]
01010844,[['Toán', '8.4'], ['Văn', '8.75'], ['Sử', '8'], ['Địa', '7.5'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.5']]
01010845,[['Toán', '3.2'], ['Văn', '6.5'], ['Sử', '5.75'], ['Địa', '6.5'], ['Ngoại ngữ', '6.8'], ['GDCD', '9.25']]
01010846,[['Toán', '7.8'], ['Văn', '7.5'], ['Sử', '7.5'], ['Địa', '6.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '7.75']]
01010847,[['Toán', '3.8'], ['Văn', '7.25'], ['Sử', '8'], ['Địa', '8'], ['Ngoại ngữ', '4.8'], ['GDCD', '7.75']]
01010848,[['Toán', '7'], ['Văn', '6.5'], ['Sử', '6'], ['Địa', '5.75'], ['Ngoại ngữ', '8'], ['GDCD', '9']]
01010849,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '5.25'], ['Địa', '5.25'], ['Ngoại ngữ', '8'], ['GDCD', '7.25']]
01010850,[['Toán', '6.4'], ['Văn', '8'], ['Sử', '6.75'], ['Địa', '6.25'], ['Ngoại ngữ', '7.8'], ['GDCD', '7.5']]
01010851,[['Toán', '7.2'], ['Văn', '8.75'], ['Sử', '5.25'], ['Địa', '7'], ['Ngoại ngữ', '8.6'], ['GDCD', '7.75']]
01010852,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '8'], ['Ngoại ngữ', '8'], ['GDCD', '8.5']]
01010853,[['Toán', '5.2'], ['Văn', '8'], ['Sử', '7.5'], ['Địa', '5.5'], ['Ngoại ngữ', '6.8'], ['GDCD', '8.25']]
01010854,[]
01010855,[['Toán', '7.4'], ['Văn', '7.5'], ['Sử', '5.5'], ['Địa', '5.25'], ['Ngoại ngữ', '5.8'], ['GDCD', '8.5']]
01010856,[['Toán', '7'], ['Văn', '7.5'], ['Sử', '6'], ['Địa', '5.5'], ['Ngoại ngữ', '7.4'], ['GDCD', '7.5']]
01010857,[['Toán', '6.8'], ['Văn', '7.75'], ['Sử', '4.75'], ['Địa', '6.25'], ['Ngoại ngữ', '5.8'], ['GDCD', '7']]
01010858,[['Toán', '7.6'], ['Văn', '8.75'], ['Sử', '8'], ['Địa', '5.75'], ['Ngoại ngữ', '8'], ['GDCD', '8.75']]
01010859,[['Toán', '6.8'], ['Văn', '8'], ['Sử', '5.75'], ['Địa', '7.25'], ['Ngoại ngữ', '8.2'], ['GDCD', '7.75']]
01010860,[['Toán', '5.6'], ['Văn', '8.5'], ['Sử', '8.75'], ['Địa', '8.5'], ['Ngoại ngữ', '4.2'], ['GDCD', '9.25']]
01010861,[['Toán', '5.6'], ['Văn', '5'], ['Sử', '5.25'], ['Địa', '4.75'], ['Ngoại ngữ', '5.4'], ['GDCD', '7.5']]
01010862,[['Toán', '5.6'], ['Văn', '6.5'], ['Sử', '4.5'], ['Địa', '4'], ['Ngoại ngữ', '3.2'], ['GDCD', '5.25']]
01010863,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '6'], ['Địa', '4.75'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.25']]
01010864,[['Toán', '4.4'], ['Văn', '7'], ['Sử', '3'], ['Địa', '5.25'], ['Ngoại ngữ', '2.4'], ['GDCD', '7']]
01010865,[['Toán', '4.8'], ['Văn', '8.5'], ['Sử', '8'], ['Địa', '6'], ['Ngoại ngữ', '7.8'], ['GDCD', '8.75']]
01010866,[['Toán', '8.6'], ['Văn', '8.5'], ['Sử', '7.5'], ['Địa', '6.75'], ['Ngoại ngữ', '9.8'], ['GDCD', '9.25']]
01010867,[['Toán', '6.6'], ['Văn', '6.5'], ['Sử', '5'], ['Địa', '6.5'], ['Ngoại ngữ', '5.4'], ['GDCD', '8.75']]
01010868,[['Toán', '4.2'], ['Văn', '5'], ['Sử', '5.5'], ['Địa', '5.5'], ['Ngoại ngữ', '6.4'], ['GDCD', '7.75']]
01010869,[['Toán', '7'], ['Văn', '8'], ['Sử', '7.75'], ['Địa', '6.5'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.75']]
01010870,[['Toán', '8.2'], ['Văn', '8.25'], ['Sử', '7.25'], ['Địa', '6'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.25']]
01010871,[['Toán', '8.2'], ['Văn', '7.5'], ['Sử', '6.25'], ['Địa', '6.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '9']]
01010872,[['Toán', '6.6'], ['Văn', '8.75'], ['Sử', '8.25'], ['Địa', '6.5'], ['Ngoại ngữ', '6'], ['GDCD', '9.25']]
01010873,[['Toán', '6.2'], ['Văn', '7.25'], ['Sử', '4.75'], ['Địa', '4.75'], ['Ngoại ngữ', '6.8'], ['GDCD', '7.75']]
01010874,[['Toán', '5.8'], ['Văn', '7'], ['Sử', '3.75'], ['Địa', '4'], ['Ngoại ngữ', '2.4'], ['GDCD', '6.25']]
01010875,[['Toán', '7.4'], ['Văn', '8.25'], ['Sử', '8.25'], ['Địa', '5'], ['Ngoại ngữ', '7.4'], ['GDCD', '8']]
01010876,[['Toán', '4.4'], ['Văn', '4.5'], ['Sử', '4.5'], ['Địa', '5.25'], ['Ngoại ngữ', '3.4'], ['GDCD', '3.75']]
01010877,[['Toán', '4.8'], ['Văn', '7'], ['Sử', '3.75'], ['Địa', '5.75'], ['Ngoại ngữ', '3.8'], ['GDCD', '8.25']]
01010878,[['Toán', '8.6'], ['Văn', '9'], ['Sử', '5.75'], ['Địa', '6.25'], ['Ngoại ngữ', '8'], ['GDCD', '9']]
01010879,[['Toán', '7.2'], ['Văn', '5.75'], ['Sử', '2.25'], ['Địa', '5.25'], ['Ngoại ngữ', '5.4'], ['GDCD', '7.75']]
01010880,[['Toán', '5.4'], ['Văn', '8'], ['Sử', '5.75'], ['Địa', '5.75'], ['Ngoại ngữ', '7.6'], ['GDCD', '7.75']]
01010881,[['Toán', '3.8'], ['Văn', '6'], ['Sử', '5'], ['Địa', '5.75'], ['Ngoại ngữ', '2.6'], ['GDCD', '6.25']]
01010882,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '8.25']]
01010883,[['Toán', '7'], ['Văn', '8.75'], ['Sử', '6'], ['Địa', '5'], ['Ngoại ngữ', '8.8'], ['GDCD', '7.5']]
01010884,[['Toán', '6.2'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '4.5'], ['Ngoại ngữ', '3.8'], ['GDCD', '7.75']]
01010885,[['Toán', '6.2'], ['Văn', '7'], ['Sử', '7'], ['Địa', '5.75'], ['Ngoại ngữ', '4.6'], ['GDCD', '9.5']]
01010886,[['Toán', '7.2'], ['Văn', '8.25'], ['Sử', '6.5'], ['Địa', '6.25'], ['Ngoại ngữ', '7.8'], ['GDCD', '8.5']]
01010887,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '8.5'], ['Địa', '7.5'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.25']]
01010888,[['Toán', '8.4'], ['Văn', '9.5'], ['Sử', '9'], ['Địa', '7.75'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01010889,[['Toán', '6.4'], ['Văn', '6.75'], ['Sử', '5'], ['Địa', '5.75'], ['Ngoại ngữ', '9'], ['GDCD', '8.75']]
01010890,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '7.5'], ['Địa', '6'], ['Ngoại ngữ', '9.2'], ['GDCD', '9']]
01010891,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '6.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.25']]
01010892,[['Toán', '7.6'], ['Văn', '8.25'], ['Sử', '7.25'], ['Địa', '8.5'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.75']]
01010893,[['Toán', '5.4'], ['Văn', '8'], ['Sử', '3.75'], ['Địa', '3.5'], ['Ngoại ngữ', '3.6'], ['GDCD', '7.75']]
01010894,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '5.5'], ['Địa', '5'], ['Ngoại ngữ', '7.2'], ['GDCD', '8.25']]
01010895,[['Toán', '6.4'], ['Văn', '7.75'], ['Sử', '7'], ['Địa', '5.25'], ['Ngoại ngữ', '8.8'], ['GDCD', '8']]
01010896,[['Toán', '6.2'], ['Văn', '7.75'], ['Sử', '6'], ['Địa', '6.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.5']]
01010897,[['Toán', '4.6'], ['Văn', '6'], ['Sử', '3'], ['Địa', '3.75'], ['Ngoại ngữ', '4'], ['GDCD', '6']]
01010898,[['Toán', '7.6'], ['Văn', '8.75'], ['Sử', '4.25'], ['Địa', '5.5'], ['Ngoại ngữ', '8.4'], ['GDCD', '8']]
01010899,[]
01010900,[['Toán', '7.4'], ['Văn', '9'], ['Sử', '8.25'], ['Địa', '7.25'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.75']]
01010901,[['Toán', '7'], ['Văn', '8.75'], ['Sử', '7.5'], ['Địa', '6.25'], ['Ngoại ngữ', '9'], ['GDCD', '9.5']]
01010902,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '5'], ['Địa', '5.5'], ['Ngoại ngữ', '8.2'], ['GDCD', '6.75']]
01010903,[['Toán', '7.8'], ['Văn', '9.25'], ['Sử', '6.75'], ['Địa', '7'], ['Ngoại ngữ', '9'], ['GDCD', '8.75']]
01010904,[['Toán', '7.4'], ['Văn', '9'], ['Sử', '6.5'], ['Địa', '7.25'], ['Ngoại ngữ', '5.6'], ['GDCD', '8.5']]
01010905,[['Toán', '8.6'], ['Văn', '8.5'], ['Sử', '7'], ['Địa', '5.75'], ['Ngoại ngữ', '7.2'], ['GDCD', '8.25']]
01010906,[['Toán', '5.8'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '6'], ['Ngoại ngữ', '3.4'], ['GDCD', '8.75']]
01010907,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '8.5'], ['Địa', '8.25'], ['Ngoại ngữ', '9.4'], ['GDCD', '10']]
01010908,[['Toán', '7.4'], ['Văn', '8.75'], ['Sử', '8.5'], ['Địa', '7.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '9.25']]
01010909,[['Toán', '8'], ['Văn', '8'], ['Sử', '6.5'], ['Địa', '4.75'], ['Ngoại ngữ', '7.4'], ['GDCD', '8']]
01010910,[['Toán', '6.6'], ['Văn', '8.25'], ['Sử', '7.75'], ['Địa', '7'], ['Ngoại ngữ', '7.2'], ['GDCD', '9.25']]
01010911,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '7.5'], ['Ngoại ngữ', '8.2'], ['GDCD', '9.5']]
01010912,[['Toán', '6.2'], ['Văn', '8.25'], ['Sử', '4'], ['Địa', '5.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.75']]
01010913,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '7.75'], ['Địa', '6.25'], ['Ngoại ngữ', '9.6'], ['GDCD', '9.25']]
01010914,[['Toán', '7'], ['Văn', '8'], ['Sử', '5'], ['Địa', '6.5'], ['Ngoại ngữ', '5.6'], ['GDCD', '8.75']]
01010915,[['Toán', '6.6'], ['Văn', '8.25'], ['Sử', '5.75'], ['Địa', '6.75'], ['Ngoại ngữ', '8.2'], ['GDCD', '8.75']]
01010916,[['Toán', '8.2'], ['Văn', '9.25'], ['Sử', '6.75'], ['Địa', '5.25'], ['Ngoại ngữ', '8.4'], ['GDCD', '9']]
01010917,[['Toán', '6.8'], ['Văn', '8.75'], ['Sử', '7'], ['Địa', '7.5'], ['Ngoại ngữ', '8'], ['GDCD', '8.5']]
01010918,[['Toán', '7.8'], ['Văn', '9'], ['Sử', '8.75'], ['Địa', '8.25'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.75']]
01010919,[['Toán', '2.8'], ['Văn', '7.5'], ['Sử', '6'], ['Địa', '5.75'], ['Ngoại ngữ', '1.8'], ['GDCD', '8.25']]
01010920,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '6'], ['Ngoại ngữ', '7'], ['GDCD', '8']]
01010921,[['Toán', '7'], ['Văn', '8.75'], ['Sử', '5'], ['Địa', '5'], ['Ngoại ngữ', '8'], ['GDCD', '7.5']]
01010922,[['Toán', '8.4'], ['Văn', '9.25'], ['Sử', '8.25'], ['Địa', '7.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01010923,[['Toán', '6.4'], ['Văn', '8.5'], ['Sử', '4.5'], ['Địa', '5.25'], ['Ngoại ngữ', '6.8'], ['GDCD', '8.5']]
01010924,[['Toán', '7.8'], ['Văn', '7.25'], ['Sử', '5.75'], ['Địa', '6.75'], ['Ngoại ngữ', '6.4'], ['GDCD', '8']]
01010925,[['Toán', '7.4'], ['Văn', '8.5'], ['Sử', '3.25'], ['Địa', '5'], ['Ngoại ngữ', '6.8'], ['GDCD', '7.75']]
01010926,[['Toán', '7.6'], ['Văn', '6.25'], ['Sử', '7.25'], ['Địa', '7'], ['Ngoại ngữ', '9'], ['GDCD', '9.75']]
01010927,[['Toán', '7.2'], ['Văn', '6.25'], ['Sử', '4.5'], ['Địa', '3.75'], ['Ngoại ngữ', '6.8'], ['GDCD', '6.75']]
01010928,[['Toán', '7.6'], ['Văn', '8.5'], ['Sử', '6.75'], ['Địa', '7.5'], ['Ngoại ngữ', '8.6'], ['GDCD', '9.25']]
01010929,[['Toán', '7.6'], ['Văn', '7.75'], ['Sử', '7.5'], ['Địa', '7.25'], ['Ngoại ngữ', '7.8'], ['GDCD', '9.5']]
01010930,[['Toán', '4.8'], ['Văn', '8.5'], ['Sử', '6.25'], ['Địa', '6.5'], ['Ngoại ngữ', '7.4'], ['GDCD', '8']]
01010931,[['Toán', '4.2'], ['Văn', '8.5'], ['Sử', '7.75'], ['Địa', '9'], ['Ngoại ngữ', '5'], ['GDCD', '9.75']]
01010932,[['Toán', '6.6'], ['Văn', '8.5'], ['Sử', '6.5'], ['Địa', '6.25'], ['Ngoại ngữ', '2.8'], ['GDCD', '7']]
01010933,[['Toán', '7'], ['Văn', '9'], ['Sử', '6'], ['Địa', '6.25'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.5']]
01010934,[['Toán', '7.4'], ['Văn', '9'], ['Sử', '6.5'], ['Địa', '6.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.25']]
01010935,[['Toán', '6.2'], ['Văn', '8.25'], ['Sử', '7'], ['Địa', '5.5'], ['Ngoại ngữ', '7.2'], ['GDCD', '8.25']]
01010936,[['Toán', '6.6'], ['Văn', '8.75'], ['Sử', '8.25'], ['Địa', '7.5'], ['Ngoại ngữ', '5'], ['GDCD', '8.25']]
01010937,[['Toán', '7.2'], ['Văn', '9.25'], ['Sử', '6'], ['Địa', '6'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.5']]
01010938,[['Toán', '6.2'], ['Văn', '8'], ['Sử', '6.5'], ['Địa', '6.75'], ['Ngoại ngữ', '5.8'], ['GDCD', '9']]
01010939,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '3.5'], ['Địa', '5.25'], ['Ngoại ngữ', '6.2'], ['GDCD', '6.5']]
01010940,[['Toán', '5.4'], ['Văn', '8.25'], ['Sử', '5'], ['Địa', '6.25'], ['Ngoại ngữ', '7'], ['GDCD', '9']]
01010941,[['Toán', '6.6'], ['Văn', '8.75'], ['Sử', '8.25'], ['Địa', '8'], ['Ngoại ngữ', '8.8'], ['GDCD', '8.5']]
01010942,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '8'], ['Địa', '6.75'], ['Ngoại ngữ', '8.8'], ['GDCD', '9.5']]
01010943,[['Toán', '7.8'], ['Văn', '8.5'], ['Sử', '5'], ['Địa', '5.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '9']]
01010944,[['Toán', '7.6'], ['Văn', '9'], ['Sử', '6.75'], ['Địa', '7'], ['Ngoại ngữ', '9'], ['GDCD', '9.25']]
01010945,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '7.5'], ['Địa', '6.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.75']]
01010946,[['Toán', '7'], ['Văn', '8.75'], ['Sử', '6'], ['Địa', '5.5'], ['Ngoại ngữ', '8'], ['GDCD', '7']]
01010947,[['Toán', '8'], ['Văn', '8.5'], ['Sử', '6'], ['Địa', '5.75'], ['Ngoại ngữ', '7.4'], ['GDCD', '8.75']]
01010948,[['Toán', '7.2'], ['Văn', '8.5'], ['Sử', '4.75'], ['Địa', '6'], ['Ngoại ngữ', '8'], ['GDCD', '7.75']]
01010949,[['Toán', '6.6'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '6.25'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.5']]
01010950,[['Toán', '8.6'], ['Văn', '9.25'], ['Sử', '4.25'], ['Địa', '6'], ['Ngoại ngữ', '8.8'], ['GDCD', '9']]
01010951,[['Toán', '8.4'], ['Văn', '8.25'], ['Sử', '7.75'], ['Địa', '7.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '8.25']]
01010952,[['Toán', '8.2'], ['Văn', '8'], ['Sử', '7'], ['Địa', '5.25'], ['Ngoại ngữ', '9.2'], ['GDCD', '9.5']]
01010953,[['Toán', '5.6'], ['Văn', '8.5'], ['Sử', '6.5'], ['Địa', '5.75'], ['Ngoại ngữ', '6.4'], ['GDCD', '9']]
01010954,[['Toán', '6.8'], ['Văn', '7.75'], ['Sử', '6.25'], ['Địa', '6.75'], ['Ngoại ngữ', '6.8'], ['GDCD', '7.5']]
01010955,[['Toán', '8.2'], ['Văn', '8.75'], ['Sử', '9'], ['Địa', '8.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.5']]
01010956,[['Toán', '7.4'], ['Văn', '8.75'], ['Sử', '7.25'], ['Địa', '5.5'], ['Ngoại ngữ', '7.2'], ['GDCD', '9']]
01010957,[['Toán', '8.6'], ['Văn', '9.25'], ['Sử', '8.5'], ['Địa', '6.25'], ['Ngoại ngữ', '9.8'], ['GDCD', '9.75']]
01010958,[['Toán', '7.2'], ['Văn', '9'], ['Sử', '4.75'], ['Địa', '6.25'], ['Ngoại ngữ', '7.4'], ['GDCD', '7.25']]
01010959,[['Toán', '8'], ['Văn', '8.75'], ['Sử', '6.25'], ['Địa', '5.75'], ['Ngoại ngữ', '9.4'], ['GDCD', '9.5']]
01010960,[['Toán', '8.8'], ['Văn', '9'], ['Sử', '5.75'], ['Địa', '6.5'], ['Ngoại ngữ', '9'], ['GDCD', '8']]
01010961,[['Toán', '8'], ['Văn', '8'], ['Sử', '7.25'], ['Địa', '8'], ['Ngoại ngữ', '8.2'], ['GDCD', '10']]
01010962,[['Toán', '6.2'], ['Văn', '8'], ['Sử', '6.5'], ['Địa', '5.75'], ['Ngoại ngữ', '3'], ['GDCD', '8.75']]
01010963,[['Toán', '7.2'], ['Văn', '8'], ['Sử', '5.5'], ['Địa', '5.75'], ['Ngoại ngữ', '9'], ['GDCD', '8.5']]
01010964,[['Toán', '5.6'], ['Văn', '8.75'], ['Sử', '5.75'], ['Địa', '6.25'], ['Ngoại ngữ', '8'], ['GDCD', '9.5']]
01010965,[['Toán', '7.4'], ['Văn', '7.75'], ['Sử', '4.25'], ['Địa', '4.75'], ['Ngoại ngữ', '6'], ['GDCD', '7.5']]
01010966,[['Toán', '7.2'], ['Văn', '8.25'], ['Sử', '6.75'], ['Địa', '5'], ['Ngoại ngữ', '7.6'], ['GDCD', '8.75']]
01010967,[['Toán', '7.4'], ['Văn', '8'], ['Sử', '6'], ['Địa', '6.75'], ['Ngoại ngữ', '5'], ['GDCD', '8']]
01010968,[['Toán', '3.8'], ['Văn', '7.5'], ['Sử', '7'], ['Địa', '6.75'], ['Ngoại ngữ', '8.6'], ['GDCD', '8.25']]
